backup_item_id,category,source_path,target_path,size_bytes,sha256_before,sha256_after,hash_match,included,excluded_reason,confidentiality_class,restore_required,restore_tested,status
BK-TRESOR-018,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/14MtH7LKhdLFiJdWZj42jWYZQYNS3Py-L.pdf,(im tresor_tar enthalten),1581845,00c85971cdead892d8ee7dc8c320de440b69eaa49d561dffc4c5e6e5900a884e,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-019,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/17SfO6YPK3las3N6Q-xvGcrY2XhEyoGmw.pdf,(im tresor_tar enthalten),1614734,10fad6f382283e3dec1bae3003d76561d8b49edf014aedf3796e6fbeaef2d661,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-020,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1AH3Kg59B_i_HZR1zi4nZdBs5M4SHqcPZ.pdf,(im tresor_tar enthalten),309701,928e7eb0ad04c13a4eb41e821eec550bd0885419ad19c3642ff985f22caaf08e,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-021,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1BgZaY0UKJzK4_agsOQan_-hlOuXnWbct.pdf,(im tresor_tar enthalten),684187,4ddb2a03540cb51de741b66dc0e4d39d4d80d74981ce6c679827e08a3e609036,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-022,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1CWtNJsd0NwKNfWr3ulRLt_c21-vRPR58.xlsx,(im tresor_tar enthalten),29809,5ed8bdb7b39f47e86e6ad46a6710337d2c2622a8690a130a4ff9f004a317febb,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-023,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1DUOW57rhHuNp8iWIZp_G4DI0_I1Q3MaM.pdf,(im tresor_tar enthalten),1617768,eae7140b10a54922ab1c5f28b05989325da0696e5cb091b4bbce9a8506d10a40,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-024,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1Ebrryf9oFLf7sA5kI8gX3jchla49p9VR.pdf,(im tresor_tar enthalten),549869,a1ceb7e57e240a81e552249bbc47c5186457d1c011caca42c4626a8b0f0656f4,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-025,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1FMGh9ahEcmdjzBrizZcWAuwyfee3uSN0.pdf,(im tresor_tar enthalten),428830,7732a9c9986900c4f131ae35c56416c8fcc378c4309dc411b0265ba08a12ab79,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-026,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1TJpWRsc0HCO2jpqic_NzUaKoW51ZHCTh.pdf,(im tresor_tar enthalten),574974,d934165b2921489165d5c4f0445f0a90f1b0d7ffd60c2428e506c777b5fde433,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-027,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1V7WfuWmXIa3fm8Yiy6tvsBCaiZ8TpZ2l.xlsx,(im tresor_tar enthalten),24059,cae8ee25a1f63c800aeb0741b0036b772612c72251543903a533b3ee4e58f7b2,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-028,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1WdqKyD9v0VQA1iFjLKEgSpgY0cBy-Eyb.pdf,(im tresor_tar enthalten),549718,86d4e1fe0e06e1aadea545d17f05d7812430879b1612bd025bf39e72aa3d9de8,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-029,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1WgjGkStzvR9orrGq-wF2WyivktHk77x-.pdf,(im tresor_tar enthalten),1581845,00c85971cdead892d8ee7dc8c320de440b69eaa49d561dffc4c5e6e5900a884e,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-030,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1_Bgi2HgQ5CvlaOY3AeVOCTTf6tVZZCX3.pdf,(im tresor_tar enthalten),274907,e1d580232b6f968b129d7a5b0ea4f8d02fdc5bdb996573efa55b01925fd52961,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-031,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1eMqnqhGmZB3DJe5wxqg-OYJ1UkuWRzyl.pdf,(im tresor_tar enthalten),4425850,550641761b6d318b4f4879cad886d148102ec01242784408baaecb69a2c9a9f5,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-032,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1nTJJp8HUGBV86O1VA31CyD9CBxLzqJrN.zip,(im tresor_tar enthalten),145012,ab42b8fd7a314f22a9b28152396ec4ba2afa192749e68ab72a3a0dd2fa7a439a,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-033,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1nVEVTnGuXbnoDv1EfY1frFhiRcoY0qLh.pdf,(im tresor_tar enthalten),1915456,3200b0ba63e2280caaa47630f7f1ace647abb3559b3b472392404e0bed5fc5dc,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-034,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1pHQt3o4xeJmSnYrfWssJVnmEC5C3CSf8.pdf,(im tresor_tar enthalten),429474,135da6163d92368a29669aa1e08c2ea79673e1c8eb78c1278d56d5eedf11614e,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-035,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1pcBL4eR4uqHX0afVkVMnARFvqyBoGqW6.pdf,(im tresor_tar enthalten),1033438,70ed2b08ad4efdabd24fcc47d0b5abd69f7d8b790a342b245bf06ac850cd3337,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-036,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1pftTizQTELzR56FZrxhLvIiMFnxPxkJy.docx,(im tresor_tar enthalten),16930,1e60481ba9f763c5e7a7d1fff6b5dc318ab6bdb714e5b97e568cea0c30c744ac,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-037,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1pidLcPqwG6VF-qV_V-OauceejekuYHAn.pdf,(im tresor_tar enthalten),4425850,550641761b6d318b4f4879cad886d148102ec01242784408baaecb69a2c9a9f5,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-038,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1soC8_XjqGAuurlu7ZSDoO-9Vi3KOHaLd.pdf,(im tresor_tar enthalten),957235,27412b83744e199f05be340362d1080880ea06a9f3810684858410085752b8d7,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-039,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1tICuxQgHru_04swdQ-OxiM3UZ2ESEhUb.pdf,(im tresor_tar enthalten),240961,e06e404efb935d2ecfe6e7fef79393ad303f80538eec7f7d2120c3c6b69a8456,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-040,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1w6RssA0bE2KXGr9KEfWEc-a_BgjmWJTZ.pdf,(im tresor_tar enthalten),1581845,00c85971cdead892d8ee7dc8c320de440b69eaa49d561dffc4c5e6e5900a884e,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-041,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1z2Sv35ac5lifppXGec5XE7yc1mkCBFgr.pdf,(im tresor_tar enthalten),252684,211331f31e116ac14cbd45d0b7114391f4c04501235ae38d28e60f856e1077f3,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-042,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/1zj3arl5ix5Qud_DRguXZMxDrXQF70C4W.pdf,(im tresor_tar enthalten),684187,4ddb2a03540cb51de741b66dc0e4d39d4d80d74981ce6c679827e08a3e609036,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-043,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/_over10_ids.txt,(im tresor_tar enthalten),0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-044,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/_pilot_worklist.csv,(im tresor_tar enthalten),1870,c191b5175725cede13c98aced2b79fe5a3b59e10e900aee2cd3551fc94106759,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-045,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/_remaining_ids.txt,(im tresor_tar enthalten),917,05ab54991834ca684ac40bc2bd04195aab2b36ddab62bfe382fff26303b60ea8,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-046,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/materialized/_todo_ids.txt,(im tresor_tar enthalten),883,c48724c08635319315f720cb4ec0b31a54a62ffc598cd87542421b203c19ac08,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-047,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_full/PDF_002.txt,(im tresor_tar enthalten),1213,8f321dce3a0a33db0af9256cf8e1a3006740b8b8c71a47ab2f60a1d1462e20e2,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-048,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_full/PDF_003.txt,(im tresor_tar enthalten),14535,1f57a7af08c08f21318f14e6eec1aa9073f5d59768a8745661dcdfefbaebbdbf,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-049,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_full/PDF_005.txt,(im tresor_tar enthalten),26219,994f1b6fb4ed010a43c5233e99b4b1620c42b740aa1347de6778905cd5237cff,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-050,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_full/PDF_006.txt,(im tresor_tar enthalten),49199,f885f38b792e485f5840db884fcbd565502bbd275df096d4e6af3ff3adc8cc5b,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-051,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_full/PDF_008.txt,(im tresor_tar enthalten),44778,1adce23559e06e344a47cb9061b67bb733233080726313fe3e5a119d6cc22bf0,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-052,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_full/PDF_012.txt,(im tresor_tar enthalten),10786,23b903ad58451a02e1c0efefd2d460af8c3bdcbe62e4a4f7e309757a574266e1,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-053,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_full/PDF_015.txt,(im tresor_tar enthalten),1213,8f321dce3a0a33db0af9256cf8e1a3006740b8b8c71a47ab2f60a1d1462e20e2,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-054,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_full/PDF_017.txt,(im tresor_tar enthalten),29932,e4553c2e2ddf87541b00888e235f41a9c6f6ff36d68951185c7c186dcdf9d654,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-055,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_full/PDF_021.txt,(im tresor_tar enthalten),6143,3015a447d0d142c83c1994c44f01768a7c4d9572305dda55757f98f8cac35dc5,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-056,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_pilot/PDF_004.txt,(im tresor_tar enthalten),21043,1f3f06c721698def2ca25a2d97ce55f9e40b00e857ca94bf6d6e96be4d13dd09,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-057,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_pilot/PDF_009.txt,(im tresor_tar enthalten),49199,f885f38b792e485f5840db884fcbd565502bbd275df096d4e6af3ff3adc8cc5b,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-058,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_pilot/PDF_016.txt,(im tresor_tar enthalten),8593,8dbce655edd2bd11a3efe82cc05f71f8d7a68cc30cb61167843108d2ac51a4dc,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-059,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_pilot/PDF_018.txt,(im tresor_tar enthalten),347,00198e440a54914a6cf0bedb00b95af9c28e06b84f73bf044b92ba659b54049f,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-060,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/ocr_pilot/PDF_024.txt,(im tresor_tar enthalten),8439,edb9b670f3361dc647c81fadbc926ee32e2087471faf12b4cb4292d973c6a32f,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-061,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/raw/page_00.json,(im tresor_tar enthalten),1421,af314f80f92cf7a1888e745d1228d748bffde11e079e000e6413ad2d19b0fa63,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-062,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/raw/page_01.json,(im tresor_tar enthalten),53633,4bb1100e055c89457cac50ba5c606dc0735a90f2058ba681ef56a2c49c41ec98,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-063,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/raw/page_02.json,(im tresor_tar enthalten),53176,9b83d40858793d5de60f2b5916e0510e7abfbcddbf478b3e14803a1df281506f,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-064,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/legacy_milchhof_readonly_test_001/raw/page_03.json,(im tresor_tar enthalten),16282,dcdb441d5b328737645ca227ec9b27b1e0d003774f54cd661fa0b603b2224903,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-065,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_confidential_literal_redaction/CONFIDENTIAL_LITERAL_BLOCKLIST.json,(im tresor_tar enthalten),379,d0ce3fe9e104bfef108efb8b615141808d95a3f6ce1cb15d4dd949031a866767,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-066,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_confidential_literal_redaction/CONFIDENTIAL_LITERAL_MAP.csv,(im tresor_tar enthalten),745,91a1028da5f3200903ce15111553f22c1ea1da7e678b85d9c28de5459fbe940d,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-067,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/OFFICIAL_TMP_PRESERVATION_DETAIL.csv,(im tresor_tar enthalten),6367,ec0774506911a793839602cdfab5b09252cc9214c57ade6c4c9f858645394cc4,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-068,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/P0_EVIDENCE_FREEZE_DETAIL.csv,(im tresor_tar enthalten),4009,1a5641deecf2e2b2e097a2aaf520e4371aca3c6d48984d00c961bd06111d879f,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-069,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__BGH_II_ZR_296_08_20100920.pdf,(im tresor_tar enthalten),160917,dba783ff41795d3909bf559ee4481ca4921dcb9b101b45c1fdd6027792eff877,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
